date,country,total_cases,total_hospitalizations,total_icu,total_deaths,total_recovered,active_cases,regions_count,avg_age,mortality_rate,recovery_rate,processed_at
2021-10-23,FRANCE,"",6348,1007,90560,426213,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-24,COLOMBIA,1,"","",0,0,0,1,54.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2021-10-24,FRANCE,"",6377,1018,90564,426243,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-25,FRANCE,"",6405,1023,90605,426431,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-26,FRANCE,"",6445,1049,90643,426654,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-27,FRANCE,"",6489,1038,90677,426836,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-28,FRANCE,"",6541,1037,90710,427031,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-29,FRANCE,"",6534,1034,90737,427286,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-30,FRANCE,"",6524,1039,90759,427445,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-10-31,FRANCE,"",6572,1046,90771,427489,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-01,FRANCE,"",6639,1069,90777,427519,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-02,FRANCE,"",6680,1091,90851,427801,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-03,FRANCE,"",6764,1096,90890,428108,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-04,FRANCE,"",6718,1099,90937,428434,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-05,FRANCE,"",6735,1089,90963,428716,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-06,FRANCE,"",6667,1099,90988,428950,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-07,FRANCE,"",6709,1101,90998,428990,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-08,FRANCE,"",6865,1141,91053,429250,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-09,FRANCE,"",6851,1140,91097,429618,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-10,FRANCE,"",6906,1154,91130,429919,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-11,FRANCE,"",6952,1145,91147,430063,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-12,FRANCE,"",7046,1182,91195,430277,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-13,FRANCE,"",7050,1202,91211,430476,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-14,FRANCE,"",7111,1210,91228,430524,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-15,FRANCE,"",7361,1257,91298,430811,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-16,FRANCE,"",7535,1277,91345,431216,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-17,FRANCE,"",7663,1300,91395,431559,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-18,FRANCE,"",7787,1333,91447,431887,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-19,FRANCE,"",7940,1353,91497,432215,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-20,FRANCE,"",7974,1333,91520,432421,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-21,FRANCE,"",8038,1339,91535,432497,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-22,FRANCE,"",8338,1406,91629,432957,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-23,FRANCE,"",8525,1455,91713,433411,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-24,FRANCE,"",8765,1483,91793,433833,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-25,FRANCE,"",8981,1499,91865,434310,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-26,FRANCE,"",9181,1563,91925,434775,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-27,FRANCE,"",9271,1617,91959,435027,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-28,FRANCE,"",9381,1632,91982,435119,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-29,FRANCE,"",9860,1749,92085,435531,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-11-30,FRANCE,"",10249,1824,92199,436187,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-01,FRANCE,"",10558,1886,92292,436766,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-02,FRANCE,"",10790,1934,92395,437363,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-03,FRANCE,"",11103,2058,92508,438044,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-04,FRANCE,"",11340,2037,92557,438440,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-05,FRANCE,"",11526,2066,92586,438589,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-06,FRANCE,"",12096,2191,92778,439237,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-07,FRANCE,"",12714,2351,92942,440066,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-08,FRANCE,"",13044,2426,93071,440865,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-09,FRANCE,"",13363,2461,93198,441638,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-10,FRANCE,"",13629,2498,93339,442473,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-11,FRANCE,"",13855,2539,93404,442940,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-12,FRANCE,"",14050,2602,93452,443159,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-13,FRANCE,"",14527,2752,93683,443933,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-14,FRANCE,"",14819,2792,93841,445100,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-15,FRANCE,"",15062,2843,93992,446101,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-16,FRANCE,"",15142,2832,94157,447156,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-17,FRANCE,"",15410,2901,94319,448151,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-18,FRANCE,"",15370,2933,94404,448891,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-19,FRANCE,"",15528,2936,94479,449128,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-20,FRANCE,"",15918,3025,94703,449970,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-21,FRANCE,"",16076,3096,94913,451213,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-22,FRANCE,"",16118,3147,95083,452365,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-23,FRANCE,"",16060,3208,95262,453573,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-24,FRANCE,"",16173,3254,95429,454659,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-25,FRANCE,"",16162,3282,95513,455323,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-26,FRANCE,"",16365,3299,95609,455508,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-27,FRANCE,"",16921,3333,95865,456295,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-28,FRANCE,"",17405,3416,96107,457594,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-29,FRANCE,"",17856,3469,96291,458891,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-30,FRANCE,"",18321,3506,96471,460123,"",102,"","","",2026-02-25T07:01:18.070+01:00
2021-12-31,FRANCE,"",18715,3543,96660,461407,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-01,FRANCE,"",18811,3560,96770,462266,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-02,FRANCE,"",19043,3572,96861,462576,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-03,FRANCE,"",19606,3654,97131,463863,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-04,COLOMBIA,8,"","",0,0,0,1,38.25,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-04,FRANCE,"",20186,3665,97424,465820,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-05,COLOMBIA,4,"","",0,0,0,1,34.25,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-05,FRANCE,"",20688,3695,97670,467508,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-06,COLOMBIA,2,"","",0,0,0,1,63.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-06,FRANCE,"",21169,3759,97874,469181,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-07,COLOMBIA,1,"","",0,0,0,1,20.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-07,FRANCE,"",21605,3815,98067,470797,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-08,COLOMBIA,1,"","",0,0,0,1,43.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-08,FRANCE,"",21721,3821,98209,472027,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-09,FRANCE,"",21982,3847,98299,472488,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-10,FRANCE,"",22749,3904,98579,473916,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-11,FRANCE,"",23371,3969,98847,476124,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-12,FRANCE,"",23889,3985,99093,478097,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-13,FRANCE,"",24154,3939,99318,480068,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-14,FRANCE,"",24511,3895,99509,481964,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-15,FRANCE,"",24544,3852,99657,483438,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-16,FRANCE,"",24887,3852,99755,484007,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-17,FRANCE,"",25776,3913,100051,485556,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-18,COLOMBIA,2,"","",0,0,0,2,63.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-18,FRANCE,"",26526,3881,100339,487977,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-19,FRANCE,"",27230,3852,100570,490192,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-20,FRANCE,"",27931,3842,100815,492256,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-21,FRANCE,"",28457,3792,101048,494500,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-22,FRANCE,"",28515,3746,101215,496206,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-23,FRANCE,"",28838,3760,101330,496840,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-24,FRANCE,"",29748,3776,101723,498806,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-25,COLOMBIA,1,"","",0,0,0,1,68.0,0.0,0.0,2026-02-25T07:01:18.070+01:00
2022-01-25,FRANCE,"",30189,3741,102086,501762,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-26,FRANCE,"",30624,3712,102344,504330,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-27,FRANCE,"",30982,3694,102612,506728,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-28,FRANCE,"",31271,3656,102875,509211,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-29,FRANCE,"",31282,3634,103053,510921,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-30,FRANCE,"",31536,3641,103180,511612,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-01-31,FRANCE,"",32374,3700,103528,513540,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-01,FRANCE,"",32894,3751,103909,516458,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-02,FRANCE,"",32720,3700,104185,519409,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-03,FRANCE,"",32852,3643,104449,521380,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-04,FRANCE,"",32988,3618,104804,524878,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-05,FRANCE,"",32867,3606,104974,526609,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-06,FRANCE,"",33027,3577,105103,527202,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-07,FRANCE,"",33447,3622,105520,529180,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-08,FRANCE,"",33352,3555,105882,531940,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-09,FRANCE,"",32878,3503,106137,534705,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-10,FRANCE,"",32415,3416,106447,537208,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-11,FRANCE,"",31939,3371,106716,539749,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-12,FRANCE,"",31522,3324,106877,541311,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-13,FRANCE,"",31621,3305,106984,541777,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-14,FRANCE,"",31532,3296,107369,543647,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-15,FRANCE,"",31091,3235,107670,546183,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-16,FRANCE,"",30578,3126,107913,548385,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-17,FRANCE,"",29843,3055,108171,550715,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-18,FRANCE,"",29194,2970,108444,552837,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-19,FRANCE,"",28632,2918,108592,554200,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-20,FRANCE,"",28643,2923,108671,554598,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-21,FRANCE,"",28383,2905,108954,556126,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-22,FRANCE,"",27566,2842,109240,558452,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-23,FRANCE,"",26881,2753,109452,560486,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-24,FRANCE,"",26118,2656,109649,562358,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-25,FRANCE,"",25484,2546,109837,564082,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-26,FRANCE,"",25264,2484,109928,564911,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-27,FRANCE,"",25277,2491,109980,565221,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-02-28,FRANCE,"",25079,2456,110212,566378,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-01,FRANCE,"",24437,2408,110412,568119,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-02,FRANCE,"",23840,2329,110577,569768,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-03,FRANCE,"",23175,2231,110744,571248,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-04,FRANCE,"",22643,2153,110898,572604,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-05,FRANCE,"",22196,2075,111006,573476,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-06,FRANCE,"",22253,2079,111038,573639,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-07,FRANCE,"",22208,2089,111211,574749,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-08,FRANCE,"",21899,2036,111376,576142,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-09,FRANCE,"",21509,1962,111511,577508,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-10,FRANCE,"",21287,1928,111611,578723,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-11,FRANCE,"",21024,1875,111744,579930,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-12,FRANCE,"",20860,1857,111795,580578,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-13,FRANCE,"",20917,1855,111824,580769,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-14,FRANCE,"",20925,1826,111984,581897,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-15,FRANCE,"",20919,1783,112128,583270,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-16,FRANCE,"",20757,1728,112273,584548,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-17,FRANCE,"",20609,1695,112379,585730,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-18,FRANCE,"",20519,1674,112480,586852,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-19,FRANCE,"",20440,1644,112534,587475,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-20,FRANCE,"",20566,1642,112561,587639,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-21,FRANCE,"",20706,1632,112713,588719,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-22,FRANCE,"",20742,1604,112843,590037,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-23,FRANCE,"",20653,1564,112934,591389,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-24,FRANCE,"",20654,1523,113046,592602,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-25,FRANCE,"",20616,1489,113158,593988,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-26,FRANCE,"",20532,1481,113217,594630,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-27,FRANCE,"",20606,1486,113242,594814,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-28,FRANCE,"",21073,1533,113391,595854,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-29,FRANCE,"",21300,1538,113527,597352,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-30,FRANCE,"",21688,1546,113659,598673,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-03-31,FRANCE,"",21922,1551,113779,600034,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-01,FRANCE,"",22066,1537,113904,601418,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-02,FRANCE,"",22113,1523,113961,602269,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-03,FRANCE,"",22251,1539,113985,602444,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-04,FRANCE,"",22835,1541,114131,603702,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-05,FRANCE,"",23010,1552,114258,605372,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-06,FRANCE,"",23014,1561,114374,607194,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-07,FRANCE,"",23272,1572,114469,608546,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-08,FRANCE,"",23404,1554,114593,610159,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-09,FRANCE,"",23474,1543,114667,611100,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-10,FRANCE,"",23626,1562,114695,611319,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-11,FRANCE,"",24205,1589,114871,612633,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-12,FRANCE,"",24693,1644,115027,614551,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-13,FRANCE,"",24778,1650,115161,616385,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-14,FRANCE,"",24828,1648,115284,618020,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-15,FRANCE,"",24909,1652,115427,619696,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-16,FRANCE,"",24894,1630,115472,620535,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-17,FRANCE,"",24922,1636,115501,620786,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-18,FRANCE,"",24990,1635,115545,621002,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-19,FRANCE,"",25277,1681,115726,622698,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-20,FRANCE,"",25179,1677,115947,625022,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-21,FRANCE,"",25018,1684,116114,626816,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-22,FRANCE,"",24883,1645,116253,628608,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-23,FRANCE,"",24840,1636,116312,629485,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-24,FRANCE,"",24888,1640,116345,629768,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-25,FRANCE,"",24980,1659,116541,631303,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-26,FRANCE,"",24703,1667,116708,633262,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-27,FRANCE,"",24431,1658,116854,634936,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-28,FRANCE,"",24130,1629,116970,636491,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-29,FRANCE,"",23579,1591,117119,638182,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-04-30,FRANCE,"",23302,1562,117171,638905,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-01,FRANCE,"",23327,1557,117193,639061,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-02,FRANCE,"",23211,1511,117371,640425,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-03,FRANCE,"",22849,1498,117491,642084,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-04,FRANCE,"",22319,1465,117593,643460,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-05,FRANCE,"",21880,1447,117708,644866,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-06,FRANCE,"",21277,1408,117810,645611,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-07,FRANCE,"",20963,1397,117869,647071,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-08,FRANCE,"",20939,1403,117912,647235,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-09,FRANCE,"",20835,1380,118044,648234,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-10,FRANCE,"",20499,1364,118166,649583,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-11,FRANCE,"",20152,1329,118253,650824,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-12,FRANCE,"",19762,1292,118337,651942,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-13,FRANCE,"",19272,1233,118431,653050,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-14,FRANCE,"",18901,1213,118494,653734,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-15,FRANCE,"",18935,1214,118508,653827,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-16,FRANCE,"",18742,1199,118633,654775,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-17,FRANCE,"",18290,1173,118723,655984,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-18,FRANCE,"",17883,1149,118801,656962,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-19,FRANCE,"",17531,1115,118864,657817,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-20,FRANCE,"",17141,1095,118926,658712,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-21,FRANCE,"",16935,1085,118968,659150,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-22,FRANCE,"",16941,1081,118976,659216,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-23,FRANCE,"",16785,1074,119058,659896,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-24,FRANCE,"",16510,1072,119146,660731,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-25,FRANCE,"",16133,1043,119193,661637,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-26,FRANCE,"",16015,1033,119220,661995,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-27,FRANCE,"",15811,1024,119264,662562,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-28,FRANCE,"",15652,1022,119287,662858,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-29,FRANCE,"",15646,1014,119300,662919,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-30,FRANCE,"",15488,992,119385,663595,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-05-31,FRANCE,"",15118,952,119461,664493,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-01,FRANCE,"",14850,929,119517,665161,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-02,FRANCE,"",14640,926,119558,665774,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-03,FRANCE,"",14419,917,119593,666336,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-04,FRANCE,"",14274,917,119624,666645,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-05,FRANCE,"",14285,914,119631,666701,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-06,FRANCE,"",14302,907,119640,666752,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-07,FRANCE,"",14275,895,119714,667403,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-08,FRANCE,"",14189,895,119791,668154,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-09,FRANCE,"",14158,876,119830,668738,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-10,FRANCE,"",14028,869,119868,669322,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-11,FRANCE,"",14061,875,119886,669586,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-12,FRANCE,"",14080,871,119891,669640,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-13,FRANCE,"",14125,865,119958,670179,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-14,FRANCE,"",14072,854,120015,670836,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-15,FRANCE,"",13910,847,120062,671515,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-16,FRANCE,"",13914,846,120110,672039,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-17,FRANCE,"",13895,845,120153,672657,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-18,FRANCE,"",13876,829,120170,672950,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-19,FRANCE,"",13932,830,120172,673006,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-20,FRANCE,"",14190,849,120217,673591,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-21,FRANCE,"",14334,841,120273,674196,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-22,FRANCE,"",14412,845,120337,675052,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-23,FRANCE,"",14499,841,120377,675753,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-24,FRANCE,"",14550,830,120426,676538,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-25,FRANCE,"",14566,818,120448,676942,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-26,FRANCE,"",14636,822,120457,677016,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-27,FRANCE,"",15099,880,120504,677721,"",102,"","","",2026-02-25T07:01:18.070+01:00
2022-06-28,FRANCE,"",15496,898,120541,678541,"",102,"","","",2026-02-25T07:01:18.070+01:00
